Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,338,39,15,20,1,0,26,0,0,0,0,0
Agricultural Engineering,56,5,1,0,0,0,27,0,0,0,0,0
CER ENGR,134,29,3,3,0,0,16,0,0,0,0,0
CERAMICS,3,1,0,0,0,0,4,0,0,0,0,0
Civil Engineering,628,56,19,21,0,0,91,0,0,0,0,0
Computer Engineering,204,59,21,12,0,0,5,0,0,0,0,0
Computer Science,273,61,27,8,1,0,10,0,0,0,0,0
ENGR MECH,63,10,1,1,0,0,0,0,0,0,0,0
ENGR PHYS,90,14,2,2,0,0,1,0,0,0,0,0
ENV ENGR,39,3,2,0,1,0,19,0,0,0,0,0
ENV SCI,12,0,0,0,0,0,1,0,0,0,0,0
Electrical Engineering,945,337,47,42,1,0,139,0,0,0,0,0
GEN ENGR,513,53,28,40,0,0,10,0,0,0,0,0
Industrial Engineering,122,32,9,4,0,0,2,0,0,0,0,0
METAL ENGR,90,9,4,1,0,0,65,0,0,0,0,0
Mechanical Engineering,758,107,41,32,2,0,60,0,0,0,0,0
Nuclear Engineering,136,12,5,6,0,0,24,0,0,0,0,0
TCH CS,1,0,0,0,0,0,0,0,0,0,0,0
Theoretical & Applied Mechans,28,0,0,1,0,0,23,0,0,0,0,0
