Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Pre-Engineering,142,61,3,26,0,1,1,1,4,0,2,69
Undeclared,960,370,301,475,1,0,424,12,349,36,12,429
