Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,586,219,30,68,0,1,562,8,35,6,4,233
Actuarial Science,147,70,4,14,0,0,141,4,4,0,0,77
Advertising,404,49,26,39,0,0,63,7,31,4,2,62
African American Studies,0,0,9,0,0,0,0,0,9,0,0,0
Anthropology,90,20,11,27,1,1,15,3,14,5,1,25
Applied Mathematics,4,1,0,0,0,0,29,0,0,0,0,1
Curriculum and Instruction,55,6,13,12,0,0,22,2,15,2,0,7
Early Childhood Education,15,3,1,3,0,0,0,0,1,1,0,3
Ed Organization and Leadership,66,6,12,7,1,1,5,1,14,3,1,6
Educational Policy Studies,36,9,70,19,1,0,13,1,80,2,0,10
Educational Psychology,25,6,5,6,0,0,20,0,6,2,0,6
Elementary Education,161,26,4,17,0,1,2,1,5,0,1,29
Human Resource Education,17,0,5,1,0,0,29,1,8,0,0,0
Nondegree,8,0,0,1,0,0,1,0,0,0,0,0
Pre-Early Chld/Elem Ed/Spec Ed,190,19,6,20,0,0,4,0,9,0,0,20
Secondary & Continuing Educ,0,0,1,0,0,0,1,0,1,0,0,0
Secondary Education,7,3,0,1,0,0,0,0,0,0,0,3
Special Education,110,7,7,13,0,0,6,0,7,1,1,8
