Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,2,0,0,0,0,0,0,0,0,0,0,1
Astronomy,39,9,0,4,0,0,25,1,1,0,0,12
Atmospheric Sciences,66,7,5,10,0,0,22,1,5,0,0,7
Biochemistry,84,60,4,13,0,0,65,3,5,2,0,64
Biology,332,204,55,87,1,0,36,2,67,3,2,218
Biophysics & Computnl Biology,12,6,0,0,0,0,28,0,0,0,0,6
Biophysics & Quant Biology,0,1,0,0,0,0,7,0,0,0,0,1
Cell and Developmental Biology,6,5,0,2,0,0,32,0,0,0,0,5
Chemical Engineering,341,168,23,43,0,0,163,5,29,2,2,193
Chemical Physics,3,1,1,0,0,0,1,1,1,0,0,1
Chemistry,386,154,26,75,2,0,204,12,30,5,2,179
Classical Philology,7,0,0,0,0,0,2,0,1,0,0,0
Classics,11,0,2,2,0,0,0,1,2,1,0,0
Communication,429,53,100,102,1,1,73,2,120,9,6,66
Comparative Literature,13,1,0,2,0,0,6,0,0,0,0,1
Computer Sci & Anthropology,3,4,0,0,0,0,2,1,1,0,0,4
Computer Sci & Astronomy,6,6,2,0,0,0,3,0,3,0,0,6
Computer Sci & Chemistry,8,12,0,1,0,0,5,1,0,0,0,12
Computer Sci & Linguistics,7,10,2,2,0,0,5,0,3,1,0,11
Creative Writing,54,7,14,8,0,0,1,0,19,5,1,8
E Asian Languages & Cultures,22,15,0,4,0,0,27,0,0,1,0,16
"Earth, Soc, Env Sustainability ",96,11,7,16,2,0,14,1,8,2,1,16
East Asian Studies,4,3,1,0,0,0,10,0,1,0,0,3
"Ecol, Evol, Conservation Biol ",23,1,2,3,1,0,2,0,3,2,0,3
Economics,343,169,27,43,0,0,537,7,34,3,0,182
English,286,43,18,54,2,0,13,4,21,9,1,59
Entomology,29,1,2,2,0,0,7,0,3,1,0,1
European Union Studies,4,0,1,0,0,0,4,0,1,0,0,0
French,18,3,2,3,0,0,15,0,3,1,0,4
Gender and Women's Studies,7,0,1,4,1,0,0,0,1,1,0,0
General Curriculum,51,39,20,20,0,0,22,0,22,2,1,40
Geography,13,1,0,1,0,0,24,0,0,1,0,1
Geography & Geographic Info Sc,20,3,5,3,0,0,6,0,5,0,0,3
Geology,67,6,2,12,0,0,21,0,2,1,0,10
German,7,0,0,0,0,0,5,0,0,0,0,1
Germanic Lang & Lit,4,1,0,2,0,0,3,0,0,0,0,1
Global Studies,100,32,10,30,0,1,19,1,16,3,1,42
History,197,14,13,42,0,0,27,1,14,3,2,22
History of Art,10,1,0,1,0,0,5,0,0,0,0,2
Individual Plans of Study,3,2,0,1,0,0,0,1,0,0,0,3
Integrative Biology,231,76,23,41,0,0,13,5,25,1,2,89
Interdisciplinary,0,0,0,0,0,0,3,1,0,0,0,0
Italian,3,0,0,2,0,0,4,0,0,0,0,0
LAS - Undeclared,2,8,71,48,0,0,0,1,80,1,1,11
Latin American Studies,1,0,1,1,0,0,0,0,2,0,0,1
Latina/Latino Studies,0,0,0,4,0,0,0,0,2,0,0,0
Linguistics,57,9,3,17,0,0,21,3,5,0,0,15
Math & Computer Science,81,68,3,10,0,0,93,1,4,0,1,76
Mathematics,203,100,8,46,1,0,385,4,16,4,3,114
Microbiology,26,5,1,5,0,0,15,0,2,1,0,7
Molecular & Integrative Physi,10,3,1,1,0,0,10,0,1,0,0,3
Molecular and Cellular Biology,499,314,48,91,0,0,54,7,54,3,4,342
Molecular&Cell Bio-undeclared,10,2,1,1,0,0,19,0,2,0,0,3
Neuroscience,36,9,2,4,0,1,11,0,3,2,1,12
Nondegree,70,14,4,4,0,0,111,6,5,0,1,18
Philosophy,42,8,10,6,0,0,8,1,10,1,1,12
Physics,158,63,4,19,0,0,133,1,5,0,1,71
Plant Biology,20,2,0,4,0,0,8,1,2,1,0,2
Plant Biotechnology,1,1,0,0,0,0,1,0,0,0,0,1
Political Science,362,53,64,82,0,1,34,5,78,7,4,71
Portuguese,0,0,0,1,0,0,0,0,0,0,0,0
Psychology,642,235,135,221,0,2,190,6,163,16,11,267
Religion,10,0,0,2,0,0,2,1,1,0,0,0
Rhetoric,4,1,1,2,0,0,0,0,1,0,0,1
Russian Lang & Literature,2,0,0,0,0,0,0,0,0,0,0,0
"Russian, E Eur, Eurasian St ",10,0,0,0,0,0,2,0,0,0,0,0
S Asian & Middle Eastern St,2,0,0,0,0,0,0,0,0,0,0,1
Slavic Languages & Literature,7,0,1,1,0,0,4,1,1,0,0,1
Slavic Studies,1,0,0,0,0,0,0,0,0,0,0,0
Sociology,80,26,43,37,0,0,38,4,54,3,2,32
Spanish,55,2,8,33,0,0,20,2,9,1,0,3
Speech Communication,0,0,1,1,0,0,0,0,1,0,0,0
Statistics,69,44,4,10,0,0,205,1,4,2,0,47
Statistics & Computer Science,24,42,0,3,0,0,35,1,0,0,0,45
Teaching of Chemistry,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,18,1,0,0,0,0,18,0,0,0,0,3
Teaching of French,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of German,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Spanish,6,0,0,4,0,0,0,0,0,0,0,0
Translation and Interpreting,6,0,2,1,0,0,3,0,2,0,0,0
