Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,224,26,17,9,0,0,56,4,0,0,0,0
Agr & Environmental Cmc & Educ,88,1,6,1,0,0,0,2,0,0,0,0
Agr Engineering & Agr Science,39,1,1,1,0,0,0,0,0,0,0,0
"Agribusiness, Farm & Financial ",179,8,13,6,0,0,1,1,0,0,0,0
Agricultural Education,2,0,0,0,0,0,1,0,0,0,0,0
Animal Sciences,505,25,20,30,1,0,30,6,0,0,0,0
Consumer and Textile Marketing,24,5,2,0,0,0,0,0,0,0,0,0
Crop Sciences,113,6,7,6,0,0,21,0,0,0,0,0
Food Science & Human Nutrition,287,50,21,15,0,0,37,4,0,0,0,0
Horticulture,67,1,0,2,0,0,0,2,0,0,0,0
Human & Community Development,14,3,3,1,0,0,7,0,0,0,0,0
Human Development & Family St,177,11,14,18,0,0,0,2,0,0,0,0
"Intl, Resource, Consumer Econ ",86,14,8,6,0,0,0,2,0,0,0,0
Natural Res & Env Sciences,66,6,0,1,0,0,26,0,0,0,0,0
Natural Resrcs & Environ Sci,186,11,3,5,1,0,0,5,0,0,0,0
Nondegree,0,0,0,0,0,0,13,0,0,0,0,0
Nutritional Sciences,35,6,3,4,0,0,13,0,0,0,0,0
