Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,635,216,34,70,1,1,395,5,35,5,0,0
Actuarial Science,123,45,3,11,1,1,98,4,4,1,0,0
Advertising,418,63,28,39,1,2,74,3,31,5,0,0
African American Studies,0,0,10,0,0,0,1,0,10,0,0,0
Anthropology,133,16,13,29,1,2,19,4,16,3,0,0
Applied Mathematics,3,1,0,0,0,0,26,0,1,0,0,0
Curriculum and Instruction,62,10,7,10,1,0,21,0,9,2,0,0
Early Childhood Education,20,3,4,1,0,1,1,0,4,0,0,0
Ed Organization and Leadership,125,7,24,6,0,0,3,3,25,1,0,0
Educ Voc Tech,0,0,1,0,0,0,0,0,1,0,0,0
Education,0,0,1,0,0,0,0,0,1,0,0,0
Educational Policy Studies,32,6,77,25,1,0,15,1,87,5,0,0
Educational Psychology,26,3,6,7,0,0,28,0,8,2,0,0
Elementary Education,205,23,9,16,1,0,8,1,13,3,0,0
Human Resource Education,18,1,5,1,0,0,30,0,6,0,0,0
Nondegree,4,0,0,2,0,0,0,0,0,1,0,0
Pre-Early Chld/Elem Ed/Spec Ed,183,26,9,26,0,1,3,3,11,3,0,0
Secondary & Continuing Educ,5,1,2,1,0,0,8,0,2,0,0,0
Secondary Education,12,2,0,1,0,0,0,1,0,0,0,0
Special Education,121,6,6,7,0,0,4,1,6,1,0,0
