Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,11,1,1,0,0,0,0,0,0,0,0,0
ED POL ST,24,5,9,2,0,0,16,0,0,0,0,0
ED SEC&CON,71,5,5,2,1,0,34,0,0,0,0,0
EDUC ELEMENTARY,113,3,6,5,1,0,23,0,0,0,0,0
EDUC GEN,174,12,5,7,1,0,1,0,0,0,0,0
Early Childhood Education,57,1,0,2,1,0,0,0,0,0,0,0
Ed Organization and Leadership,123,1,13,2,0,0,3,0,0,0,0,0
Educ Voc Tech,56,0,4,0,0,0,13,0,0,0,0,0
Educational Psychology,91,5,7,3,1,0,49,0,0,0,0,0
Elementary Education,324,8,5,10,1,0,1,0,0,0,0,0
Special Education,58,1,1,1,1,0,4,0,0,0,0,0
TCH ENGL,42,1,0,0,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,9,0,0,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,11,0,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,7,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,50,2,1,0,0,0,0,0,0,0,0,0
TECH ED SP,31,1,1,1,0,0,0,0,0,0,0,0
UG NON-DEG,5,0,0,0,0,0,0,0,0,0,0,0
