Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Business Administration,9,2,1,0,0,0,32,0,1,0,0,0
Business Administration (MBA),162,33,22,10,2,1,96,13,23,5,0,0
Business Process Management,25,1,1,2,0,0,2,0,1,0,0,0
Curric Unassigned,647,144,36,75,0,0,102,6,44,4,0,0
Finance,305,80,9,23,0,1,236,0,11,1,0,0
Information Sys & Info Tech,21,8,0,3,0,0,3,0,0,0,0,0
Management,93,22,11,16,0,0,5,0,11,1,0,0
Marketing,129,19,18,24,0,0,11,2,19,0,0,0
Nondegree,0,0,0,0,0,0,90,1,0,0,0,0
Supply Chain Management,39,6,0,1,0,0,3,1,0,0,0,0
Taxation,12,2,0,2,0,0,4,1,0,0,0,0
Technology Management,10,1,1,0,0,0,67,1,1,0,0,0
