Major Name,Total
Business Administration,88
Business Administration (MBA),254
Business Process Management,40
Curric Unassigned,1015
Finance,721
Information Sys & Info Tech,83
Management,108
Marketing,230
Nondegree,98
Supply Chain Management,85
Taxation,24
Technology Management,119
