Major Name,Total
BUS EDUC,13
ED POL ST,57
ED SEC&CON,141
EDUC ELEMENTARY,135
EDUC GEN,190
Early Childhood Education,96
Ed Organization and Leadership,154
Educ Voc Tech,91
Educational Psychology,161
Elementary Education,340
Special Education,74
TCH ENGL,39
TCH GEN SCIENCE,11
TCH LIFE SCI,11
TCH PHYS SCI,4
TCH SOC ST,39
TECH ED SP,26
UG NON-DEG,10
