Major Name,Total
Agricultural Communications,7
Broadcast Journalism,157
Communications,38
Communications and Media,15
General Curriculum,3
Journalism,13
Media Studies,12
Media and Cinema Studies,118
News-Editorial,169
Nondegree,4
