Major Name,Total
Accountancy,1147
Actuarial Science,294
Advertising,460
African American Studies,1
Anthropology,243
Applied Mathematics,28
Curriculum and Instruction,36
Early Childhood Education,56
Ed Organization and Leadership,162
Educational Policy Studies,138
Educational Psychology,105
Elementary Education,344
Human Resource Education,79
Pre-Early Chld/Elem Ed/Spec Ed,288
Secondary & Continuing Educ,86
Secondary Education,3
Special Education,133
