Major Name,Total
BUS EDUC,31
ED POL ST,66
ED SEC&CON,117
EDUC ELEMENTARY,145
EDUC GEN,135
EDUC IDISC,8
Early Childhood Education,38
Ed Organization and Leadership,130
Educ Voc Tech,113
Educational Psychology,172
Elementary Education,382
Special Education,106
TCH ENGL,21
TCH GEN SCIENCE,6
TCH LIFE SCI,6
TCH PHYS SCI,4
TCH SOC ST,23
TECH ED SP,62
UG NON-DEG,18
