Major Name,Total
HLTH EDUC,87
HLTH PL AD,157
Kinesiology,486
Leisure Studies,173
MSPH IN C HLTH,6
PARK & NR MGMT,4
"Recreation, Sport, and Tourism ",33
Rehabilitation,9
