Major Name,Total
ED POL ST,77
ED SEC&CON,78
EDUC ELEMENTARY,77
EDUC GEN,269
Early Childhood Education,58
Ed Organization and Leadership,127
Educ Voc Tech,92
Educational Psychology,120
Elementary Education,297
Secondary & Continuing Educ,26
Special Education,110
TCH ENGL IN MN,16
TCH ENGL OUT MN,41
TCH GEN SCIENCE,7
TCH LIFE SCI,4
TCH PS CHEM,3
TCH PS PHYSICS,2
TCH SOC ST IN,27
TCH SOC ST OUT,28
TECH ED INDUST,3
TECH ED LAW ENF,2
UG NON-DEG,2
