Major Name,Total
Biology,115
CUR INST 2,3
CUR INST#1,6
CUR INST#3,14
HLTH EDUC,30
HLTH PL AD,53
Kinesiology,237
Leisure Studies,44
MSPH IN C HLTH,2
OUTDR REC,23
PERSN AREA,2
PROG MANAG,136
Rehabilitation,11
SOC SCI SP,13
THER REC,41
