Major Name,Total
Accountancy,1273
Actuarial Science,292
Advertising,526
African American Studies,7
Anthropology,201
Applied Mathematics,24
Curriculum and Instruction,89
Early Childhood Education,44
Ed Organization and Leadership,136
Educational Policy Studies,149
Educational Psychology,93
Elementary Education,308
Human Resource Education,89
Nondegree,12
Pre-Early Chld/Elem Ed/Spec Ed,287
Secondary & Continuing Educ,33
Secondary Education,13
Special Education,140
