Major Name,Total
Biology,109
CUR INST 2,1
CUR INST#1,5
CUR INST#3,8
HLTH EDUC,18
HLTH PL AD,65
Kinesiology,268
Leisure Studies,42
MSPH IN C HLTH,5
OUTDR REC,3
PERSN AREA,1
PROG MANAG,157
Rehabilitation,19
SOC SCI SP,12
TCH KINES,1
THER REC,32
